incorrect	correct
애폴로니오스	아폴로니오스
애폴로니오즈	아폴로니오스
애폴로니우스	아폴로니우스
애폴로니우즈	아폴로니우스
애폴로도로스	아폴로도로스
애폴로도로즈	아폴로도로스
애폴론	아폴론
애프가니	아프가니
애프간	아프간
애프런	에이프런
애프레토소	아프레토소
애프로다이트	아프로디테
애프로디테	아프로디테
애프로치	어프로치
애프로키	어프로치
애프론	에이프런
애프리카	아프리카
애프리카 모리셔스 공동 기구	아프리카 모리셔스 공동 기구
애프리카 카리브 태평양 제국 연합	아프리카 카리브 태평양 제국 연합
애프리카 카립 태평양 제국 연합	아프리카 카리브 태평양 제국 연합
애프리카모리셔스공동기구	아프리카 모리셔스 공동 기구
애프리카카리브태평양제국연합	아프리카 카리브 태평양 제국 연합
애프즈	애프스
애프카니	아프가니
애프타성 구내염	아프타성 구내염
애프타성구내염	아프타성 구내염
애프터 레코딩	애프터리코딩
애프터부너	애프터버너
애프터서어비스	애프터서비스
애프터써비스	애프터서비스
애프터써어비스	애프터서비스
애프터캐리	애프터케어
애플라잇	애플라이트
애플라톡신	아플라톡신
애플러톡신	아플라톡신
애플렛	애플릿
애플리케	아플리케
애플리트	애플릿
애플피	애플파이
애플피에	애플파이
애피일	어필
애피톤	아피통
애피티저	애피타이저
애핀기하학	아핀 기하학
애필란드라	아펠란드라
애홀로틀	아홀로틀
애후라 마즈다	아후라마즈다
애후라 메이즈다	아후라마즈다
애흐리만	아리만
애힘사	아힘사
액서로프톨	악세로프톨
액세로프톨	악세로프톨
액세사리	액세서리
액세스 티메	액세스타임
액세스 팀	액세스타임
액셀러란도	아첼레란도
액셀레이타	액셀
액션 파인팅	액션 페인팅
액솔로틀	아홀로틀
액숀 드라마	액션 드라마
액숀 페인팅	액션 페인팅
액숀드라마	액션 드라마
액스래이	엑스레이
액스레이	엑스레이
액츄에이터	액추에이터
액코드	어코드
액타 디우르나 파풀리 로마니	악타디우르나포풀리로마니
액타에온	악타이온
액타이온	악타이온
액토마이오신	액토미오신
액튬해전	악티움 해전
액티나이드	악티니드
액티노마이세즈	액티노마이세스
액티노메터	액티노미터
액티노미세스	액티노마이세스
액티노미신	악티노마이신
액티노미코오제	악티노미코오제
액티노미테르	액티노미터
액티노우라니움	악티노우라늄
액티노이드	악티노이드
액티노트로카	악티노트로카
액티눔	악티늄
액티니움	악티늄
액티브 조나	액티브소나
액티브소나르	액티브소나
액티비티 프로그람	액티비티프로그램
액팅 아리아	액팅에어리어
액팅에리어	액팅에어리어
앤 운드 푸어 시크	안운트퓌어지히
앤겔루스	안젤루스
앤그코르	앙코르
앤글리칸 교회	앵글리칸 교회
앤기나	앙기나
앤나 카레니나	안나 카레니나
앤나 카리니나	안나 카레니나
앤너벨 리	애너벨리
앤네의 일기	안네의 일기
앤느의 일기	안네의 일기
앤덜루시아	안달루시아
앤도시안	안토시안
앤드 룬	앤드런
앤드라센	안트라센
앤드라퀴논	안트라퀴논
앤드랄러지	앤드롤로지
앤드로겐	안드로겐
앤드로마체	안드로마케
앤드로마케	안드로마케
앤드로마키	앙드로마크
앤드로메다	안드로메다
앤드로스터론	안드로스테론
앤드로젠	안드로겐
앤드롤로쥐	앤드롤로지
앤살러쥐	앤솔러지
앤살러지	앤솔러지
앤서라인	앤서린
앤셀무스	안셀무스 (안셀름)
앤셀무즈	안셀무스 (안셀름)
앤소니	앤터니
앤수리엄	앤슈리엄
앤수리움	앤슈리엄
앤슈리움	앤슈리엄
앤스라센	안트라센
앤스라퀴논	안트라퀴논
앤시엔 레김	앙시앵레짐
앤시크	안지히
앤젤루스	안젤루스
앤젤루즈	안젤루스
앤젤리카	안젤리카
앤주스	앤저스
앤지오텐시노젠	앤지오텐시노겐
앤콜레 왕국	안콜레 왕국
앤크리	앙크르
앤클릿	앵클릿
앤클부츠	앵클부츠
앤킬로사우러스	안킬로사우루스
앤타 이야기	안타르 이야기
앤타레스	안타레스
앤타레즈	안타레스
앤타르 이야기	안타르 이야기
앤탈키다스의 화약	안탈키다스의 화약
앤탈키다즈의 화약	안탈키다스의 화약
앤털키다스의 화약	안탈키다스의 화약
앤테나	안테나
앤테어즈	안타레스
앤토니	안토니
앤토샨	안토시안
앤토시안	안토시안
앤트라센	안트라센
앤트라퀴논	안트라퀴논
앤트로폴로지	안트로폴로기
앤티고네	안티고네
앤티고노스 일세	안티고노스 일세
앤티고노즈 일세	안티고노스 일세
앤티나킹제	앤티노킹제
앤티노미	안티노미
앤티노스크	앤티노크
앤티노스크성	앤티노크성
앤티노스킹제	앤티노킹제
앤티녹	앤티노크
앤티녹성	앤티노크성
앤티둠핑	앤티덤핑 관세
앤티로만	앙티로망
앤티로망	앙티로망
앤티마그네틱	안티마그네틱
앤티몬	안티몬
앤티미실	앤티미사일
앤티바이타민	안티비타민
앤티버리버린	안티베리베린
앤티베리베린	안티베리베린
앤티비타민	안티비타민
앤티센터	안티센터
앤티소로나	안티코로나
앤티스테네스	안티스테네스
앤티스티네즈	안티스테네스
앤티시아트르	앙티테아트르
앤티시즈	안티테제
앤티아욱신	안티옥신
앤티오초스	안티오코스 일세
앤티오코스	안티오코스 일세
앤티오코즈	안티오코스 일세
앤티커돈	안티코돈
앤티코던	안티코돈
앤티코돈	안티코돈
앤티코로나	안티코로나
앤티쿠에	앤티크
앤티크리이퍼	앤티크리퍼
앤티키	앙티크
앤티테제	안티테제
앤티트루스트법	앤티트러스트법
앤티퍼디즈 제도	앤티퍼디스 제도
앤티포데스 제도	앤티퍼디스 제도
앤티프라턴	앤티프로톤
앤티피라인	안티피린
앤티피린	안티피린
앤틸레스 해류	앤틸리스 해류
앤틸리즈 해류	앤틸리스 해류
앤포폭약	안포폭약
앨 게임	올게임
앨 로코	알로코
앨 세그노	알세뇨
앨 피우	알피우
앨 피우 렌토	알피우렌토
앨가로스가루	알가로트가루
앨게니브	알게니브
앨고리듬	알고리듬
앨고리슴	알고리듬
앨고리슴	알고리즘
앨고리즘	알고리즘
앨니코 합금	알니코 합금
앨데하이드	알데히드
앨데히드	알데히드
앨도스테론	알도스테론
앨도오스	알도오스
앨도오즈	알도오스
앨드바란	알데바란
앨드히드	알데히드
앨라 마르시아	알라마르치아
앨라 브레베	알라브레베
앨라 진가라	알라친가라
앨라닌	알라닌
앨라르간도	알라르간도
앨라모	알라모
앨라모드 문학	알라모드 문학
앨라웅파이아 왕조	알라웅파야 왕조
앨라일기	알릴기
앨라타체	알라타체
앨러모	알라모
앨러모드 문학	알라모드 문학
앨러바스터	앨러배스터
앨러배민	앨라배민
앨러스터릭 효과	앨러스테릭 효과
앨런둠	알런덤
앨레만	알레만
앨레인	알랭
앨레인푸르니어	알랭푸르니에
앨렉산더 대왕	알렉산더대왕
앨렉산드라이트	알렉산드라이트
앨렉산드리트	알렉산드라이트
앨로마이세스	알로마이세스
앨로마이세즈	알로마이세스
앨로미세스	알로마이세스
앨로사우러스	알로사우루스
앨로스터릭 효과	앨러스테릭 효과
앨로에	알로에
앨로카시아	알로카시아
앨로하	알로하
앨롤라	엘롤라 석굴
앨루멀	알루멜
앨루멀	알루멜
앨루멜	알루멜
앨루멜	알루멜
앨루미나	알루미나
앨루미논	알루미논
앨루미눔	알루미늄
앨루미늄	알루미늄
앨류미늄	알루미늄
앨르게니강	앨러게니강
앨르만	알레만
앨리가토르	앨리게이터
앨리그네멘트	알리뉴망
앨리다드	앨리데이드
앨리바이	알리바이
앨리비	알리바이
앨리슘	알리숨
앨리아스	에일리어스
앨리칸	알리칸
앨릴기	알릴기
앨릴알코올	알릴알코올
앨머게스트	알마게스트
앨머제스트	알마게스트
앨메리아	알메리아
앨바트로스	앨버트로스
앨바트로즈	앨버트로스
앨버도	알베도
앨버미노이드	알부미노이드
앨버투스 마그누스	알베르투스 마그누스
앨베도	알베도
앨베르트호	앨버트호
앨부모오스	알부모오스
앨부모오즈	알부모오스
앨부미노이드	알부미노이드
앨비노	알비노
앨비레오	알비레오
앨비리오	알비레오
앨세스티스	알케스티스
앨앨 우유	엘엘 우유
앨앨우유	엘엘 우유
앨인원	올인원
앨제리	알제리
앨제리에	알제리
앨카리	알칼리
앨카에오스	알카이오스
앨카에오즈	알카이오스
앨카이오스	알카이오스
앨카일	알킬
앨칼리	알칼리
앨컬로이드	알칼로이드
앨케스티스	알케스티스
앨코르	알코르
앨코브	알코브
앨코올	알코올
앨코트 프레스	올코트프레스
앨코홀	알코올
앨크마르	알크마르
앨키드 수지	알키드 수지
앨키비아데스	알키비아데스
앨키비아데즈	알키비아데스
앨키프론	알키프론
앨킬렌	알킬렌
앨킬벤젠	알킬벤젠
앨타미라 동굴	알타미라 동굴
앨타이	알타이
앨타이르	알타이르
앨터미라 동굴	알타미라 동굴
앨테어	알타이르
앨트루이슴	앨트루이즘
앨트하이델베르그	알트하이델베르크
앨파 셀룰로오스	알파셀룰로오스
앨파 셀룰로오즈	알파셀룰로오스
앨파벳	알파벳
앨파카	알파카
앨팍스	알팍스
앨퍼니스트	알피니스트
앨펜스키	알펜스키
앨펜스토크	알펜슈토크
앨펜호른	알펜호른
앰모니아	암모니아
앰몬족	암몬족
앰미터	암미터
앰뷰란스	앰뷸런스
앰뷰런스	앰뷸런스
앰뷸란스	앰뷸런스
앰브런스	앰뷸런스
앰브로시아	암브로시아
앰브로시우스	암브로시우스
앰블런스	앰뷸런스
앰스 검사법	에임스 검사법
앰즈 검사법	에임스 검사법
앰파이어스테이트빌딩	엠파이어스테이트빌딩
앰퍼타민	암페타민
